gene	discovery_effect_adenoma_minus_normal	bootstrap_effect_median	bootstrap_ci_low	bootstrap_ci_high	direction_stability	bootstrap_sign_p	mean_expression_discovery	bootstrap_sign_q	excluded_gene	ci_excludes_zero	eligible	selection_magnitude	selected	logFC	AveExpr	t	P.Value	adj.P.Val	B	limma_direction_match	limma_fdr_pass	bootstrap_stability_pass	stable_core	arm	core	selected12
CHP1	-0.36839426	-0.36688092	-0.533819998800755	-0.192811618745327	1	0.000999000999000999	0.08408453	0.0126510092688221	FALSE	TRUE	TRUE	0.36839426	TRUE	-0.366829783605116	0.0840845168243243	-4.31590149895925	0.000107394879381148	0.00774047728272408	1.17260938452292	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
TRIP6	0.32801872	0.32314286	0.138439942523837	0.522360616922379	0.999	0.002	0.0034156768	0.015846696449565	FALSE	TRUE	TRUE	0.32801872	TRUE	0.319026949971336	0.00341567805405405	4.32544955468977	0.000107043910003446	0.00774047728272408	1.17947905048937	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
ATP5PD	-0.2447069	-0.24712604	-0.355374282598495	-0.122788473591208	1	0.000999000999000999	0.033204358	0.0126510092688221	FALSE	TRUE	TRUE	0.2447069	FALSE	-0.250187890845069	0.0332043553783784	-4.34485517474202	9.83242417948567e-05	0.00774047728272408	1.25506865233718	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
AK2	-0.21419308	-0.21607143	-0.301343566924334	-0.110268826782703	1	0.000999000999000999	0.0414302	0.0126510092688221	FALSE	TRUE	TRUE	0.21419308	FALSE	-0.217875744321425	0.0414302040418919	-4.33763916541223	0.000100512007881446	0.00774047728272408	1.23450148485707	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
DBNDD2	-0.18435985	-0.184185	-0.26907617226243	-0.0869319016113877	1	0.000999000999000999	0.019765634	0.0126510092688221	FALSE	TRUE	TRUE	0.18435985	FALSE	-0.186302199654351	0.0197656398175676	-4.33556446134993	0.000101149805906665	0.00774047728272408	1.22859011150475	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
CBX6	-0.15588456	-0.15654245	-0.21406860910356	-0.0976241769269109	1	0.000999000999000999	0.012898836	0.0126510092688221	FALSE	TRUE	TRUE	0.15588456	FALSE	-0.155350069967994	0.0128988379351351	-4.30829590911805	0.000109910482062509	0.00774047728272408	1.15097778219613	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
ANKRD13B	0.08444162	0.085233495	0.0312113798689097	0.132503469660878	1	0.000999000999000999	0.004008892	0.0126510092688221	FALSE	TRUE	TRUE	0.08444162	FALSE	0.083571703482962	0.00400889424594595	4.323332080465	0.000104991682756997	0.00774047728272408	1.19375491912851	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
KRT10-AS1	-0.08162764	-0.082462	-0.114457760564983	-0.0457493746653199	1	0.000999000999000999	0.0036769828	0.0126510092688221	FALSE	TRUE	TRUE	0.08162764	FALSE	-0.0815442801157886	0.00367698188918919	-4.33531026866164	0.000101228221200291	0.00774047728272408	1.22786591105357	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
ARL14	-0.14913642	-0.14838088	-0.214963975921273	-0.0785906802862883	1	0.000999000999000999	0.0020492144	0.0126510092688221	FALSE	TRUE	TRUE	0.14913642	FALSE	-0.145882010427756	0.0020492130945946	-4.29983517501101	0.000115674152560214	0.00805381287200489	1.10702268894117	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
COX6C	-0.38665786	-0.39133513	-0.560784789919853	-0.203106278181076	1	0.000999000999000999	0.08732027	0.0126510092688221	FALSE	TRUE	TRUE	0.38665786	TRUE	-0.391516245431671	0.0873202527567568	-4.23721692112233	0.000136390032565129	0.00844102757097519	0.949416174780003	TRUE	TRUE	TRUE	TRUE	down	TRUE	TRUE
MYL12A	-0.3816538	-0.3862839	-0.56866954267025	-0.163457039371133	0.999	0.002	0.06011646	0.015846696449565	FALSE	TRUE	TRUE	0.3816538	TRUE	-0.378646073266381	0.0601164599459459	-4.23835740018657	0.000135919532121642	0.00844102757097519	0.952641547819531	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
CLCA4	-0.3310014	-0.33311573	-0.449306984245777	-0.215064439177513	1	0.000999000999000999	0.05642883	0.0126510092688221	FALSE	TRUE	TRUE	0.3310014	FALSE	-0.321180262151317	0.0564288257432432	-4.24163586991378	0.000134575837777901	0.00844102757097519	0.961914957246887	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
SDHD	-0.31356713	-0.3164457	-0.465759904682636	-0.146953637525439	1	0.000999000999000999	0.07754027	0.0126510092688221	FALSE	TRUE	TRUE	0.31356713	FALSE	-0.317871744021696	0.0775402622432432	-4.2668980761657	0.000124649005116131	0.00844102757097519	1.03345080631026	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
DAB2	0.31933856	0.31745312	0.139005461707711	0.523560440540314	1	0.000999000999000999	0.017730258	0.0126510092688221	FALSE	TRUE	TRUE	0.31933856	TRUE	0.315014966309838	0.0177302562027027	4.25148999776102	0.000132747729038905	0.00844102757097519	0.977152717067979	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
HADH	-0.26820058	-0.26969606	-0.390154392272234	-0.146554220467806	1	0.000999000999000999	0.06490953	0.0126510092688221	FALSE	TRUE	TRUE	0.26820058	FALSE	-0.272033765294605	0.0649095278378378	-4.24237177840624	0.000134276013585908	0.00844102757097519	0.963996861074524	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
MYORG	-0.19711949	-0.1975913	-0.274658980965614	-0.100930439122021	0.999	0.002	0.026085032	0.015846696449565	FALSE	TRUE	TRUE	0.19711949	FALSE	-0.194351899007309	0.0260850369459459	-4.23804692673676	0.000136047459262674	0.00844102757097519	0.951763473410051	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
UBE2A	-0.1897133	-0.18899788	-0.265675478428602	-0.107573356106877	1	0.000999000999000999	0.035830766	0.0126510092688221	FALSE	TRUE	TRUE	0.1897133	FALSE	-0.188175332804495	0.0358307740810811	-4.26022518871065	0.000127199199519222	0.00844102757097519	1.01454133115433	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
DPP10-AS1	-0.13684626	-0.13833183	-0.195842997357249	-0.0775735279545188	1	0.000999000999000999	0.02160535	0.0126510092688221	FALSE	TRUE	TRUE	0.13684626	FALSE	-0.139082643759092	0.0216053502548649	-4.26788194365716	0.000124277256911072	0.00844102757097519	1.03623968939823	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
FGFRL1	0.12934683	0.1288394	0.0568948607891798	0.200040380656719	0.998	0.004	0.0046104626	0.0286121842496285	FALSE	TRUE	TRUE	0.12934683	FALSE	0.12655207987579	0.00461046241486486	4.25641056984897	0.000129307372756632	0.00844102757097519	0.999934748943616	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
ISL2	-0.07206627	-0.07214035	-0.0994951521977782	-0.04587556803599	1	0.000999000999000999	0.0045229583	0.0126510092688221	FALSE	TRUE	TRUE	0.07206627	FALSE	-0.0697607476954836	0.00452295875405405	-4.25242172047842	0.000130246295151441	0.00844102757097519	0.992440420773563	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
TST	-0.4494184	-0.44626153	-0.664719970524311	-0.244138737767935	1	0.000999000999000999	0.03462883	0.0126510092688221	FALSE	TRUE	TRUE	0.4494184	TRUE	-0.449814599919998	0.0346288438243243	-4.21698723363189	0.000146599749578906	0.00898216665669956	0.883743666187583	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
CYFIP2	0.15874185	0.16149044	0.0732105424627662	0.246226823329926	1	0.000999000999000999	0.013776122	0.0126510092688221	FALSE	TRUE	TRUE	0.15874185	FALSE	0.155083178824502	0.0137761224972973	4.19930215021891	0.000152971456698642	0.00927976351675821	0.842356861955256	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
SPIB	-0.23948365	-0.23966923	-0.349372729659081	-0.136136456206441	1	0.000999000999000999	0.047804903	0.0126510092688221	FALSE	TRUE	TRUE	0.23948365	FALSE	-0.239434990562549	0.0478049009621622	-4.17957612321815	0.000162361918303309	0.00975285758278796	0.786787008949296	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
PXMP2	-0.1830608	-0.18634498	-0.269616250693798	-0.109982289932668	1	0.000999000999000999	0.03370794	0.0126510092688221	FALSE	TRUE	TRUE	0.1830608	FALSE	-0.178926965082783	0.0337079402702703	-4.16462243137363	0.000169853665744758	0.0100066674040205	0.744721753792172	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
SIPA1	0.109078094	0.11001141	0.0533182147890329	0.16091716401279	1	0.000999000999000999	0.0030551488	0.0126510092688221	FALSE	TRUE	TRUE	0.109078094	FALSE	0.105811695617372	0.00305514547297297	4.16600859421264	0.000169445301119757	0.0100066674040205	0.747246914514128	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
NKD1	0.4699508	0.46676815	0.187322849780321	0.790768727660179	1	0.000999000999000999	0.0030282072	0.0126510092688221	FALSE	TRUE	TRUE	0.4699508	TRUE	0.472105951057251	0.00302819802702703	4.16517691780719	0.000173534316821637	0.0100306109355299	0.728397929167078	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
TPT1	-0.45159686	-0.45288312	-0.663452741503715	-0.237246730178595	1	0.000999000999000999	0.09649395	0.0126510092688221	FALSE	TRUE	TRUE	0.45159686	TRUE	-0.465405881648522	0.0964939579189189	-4.15784902986316	0.000173357255225909	0.0100306109355299	0.725685305583062	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
FABP5	-0.20745465	-0.20788668	-0.292522779852152	-0.130998445674777	1	0.000999000999000999	0.013626959	0.0126510092688221	FALSE	TRUE	TRUE	0.20745465	FALSE	-0.205009072524875	0.0136269588432432	-4.15211836560509	0.000176376525365614	0.0100996165506086	0.70958795630118	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
PHGR1	-0.6200017	-0.62074095	-0.922657307982445	-0.328820613771677	1	0.000999000999000999	0.01290823	0.0126510092688221	FALSE	TRUE	TRUE	0.6200017	TRUE	-0.610829939150631	0.0129082335810811	-4.14820180523987	0.000182591494054687	0.0101882399251614	0.680954856851982	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
FCGRT	-0.4698495	-0.47000852	-0.697387646138668	-0.286174912750721	1	0.000999000999000999	0.0471677	0.0126510092688221	FALSE	TRUE	TRUE	0.4698495	TRUE	-0.471304662035467	0.0471676925702703	-4.14439152312387	0.000181094256482005	0.0101882399251614	0.685481434401972	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
PDZD11	-0.15980905	-0.15902585	-0.220285879448056	-0.0922352578490973	1	0.000999000999000999	0.013918117	0.0126510092688221	FALSE	TRUE	TRUE	0.15980905	FALSE	-0.162731922562656	0.0139181145762162	-4.14003374841392	0.000182912745514567	0.0101882399251614	0.675668199480816	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
SNX7-DT	-0.07640648	-0.07737517	-0.102025857008994	-0.0488141075707972	1	0.000999000999000999	0.01265336	0.0126510092688221	FALSE	TRUE	TRUE	0.07640648	FALSE	-0.0775618854370735	0.0126533589054054	-4.1262639906204	0.000190648890514266	0.010523475244873	0.637061428279317	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
MPC1	-0.30424747	-0.30711848	-0.453175227344036	-0.130130655318499	0.999	0.002	0.011982832	0.015846696449565	FALSE	TRUE	TRUE	0.30424747	FALSE	-0.307580579945986	0.0119828297702703	-4.12286508117141	0.000196975067210397	0.010680232184054	0.610267422282081	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
DYNLL1	-0.29383147	-0.2956741	-0.43804347962141	-0.120216562226415	0.997	0.006	0.010483992	0.0397382075471698	FALSE	TRUE	TRUE	0.29383147	FALSE	-0.30170869037461	0.0104839916486486	-4.12531854956433	0.000195535210976781	0.010680232184054	0.6171057781383	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
NDUFA6	-0.19277337	-0.1937251	-0.302202720940113	-0.0652003575116396	0.997	0.006	0.0031945964	0.0397382075471698	FALSE	TRUE	TRUE	0.19277337	FALSE	-0.197266386609434	0.0031945945472973	-4.11852023299259	0.000199550351851326	0.0107249561911673	0.598160887741724	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
GRIN2B	0.6873841	0.67378986	0.290636593848467	1.20218397080898	1	0.000999000999000999	0.038972717	0.0126510092688221	FALSE	TRUE	TRUE	0.6873841	TRUE	0.679323450594681	0.0389727127837838	4.1149497899427	0.000201691212104876	0.0107457570136224	0.588215534446733	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
CHASERR	-0.18049458	-0.18321764	-0.260817835479975	-0.0956585453823209	1	0.000999000999000999	0.030037465	0.0126510092688221	FALSE	TRUE	TRUE	0.18049458	FALSE	-0.183547417609835	0.0300374654135135	-4.1001719626589	0.000206193408070446	0.0108909225107554	0.564033358257053	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
LINC01411	0.38985035	0.37744194	0.172009876742959	0.685003116726875	0.999	0.002	0.016899679	0.015846696449565	FALSE	TRUE	TRUE	0.38985035	TRUE	0.383889894620134	0.016899683027027	4.10278629906597	0.000209154167557936	0.0109528853386963	0.554357465906001	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
MYL6	-0.48984164	-0.48910016	-0.732366454601288	-0.255606960505247	1	0.000999000999000999	0.03375858	0.0126510092688221	FALSE	TRUE	TRUE	0.48984164	TRUE	-0.487713996488689	0.0337585802891892	-4.08600045363236	0.000218980512025525	0.0112179098930314	0.510895331863391	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
LGALS9B	-0.23581252	-0.23195621	-0.342561456561089	-0.129746513813734	1	0.000999000999000999	0.015119675	0.0126510092688221	FALSE	TRUE	TRUE	0.23581252	FALSE	-0.231336555616316	0.0151196768	-4.07659985070754	0.000222352032097939	0.0112179098930314	0.494552346085863	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
FOXD2	-0.19593318	-0.1943928	-0.288452432304621	-0.110984368436038	1	0.000999000999000999	0.04337562	0.0126510092688221	FALSE	TRUE	TRUE	0.19593318	FALSE	-0.200297345674407	0.043375612972973	-4.07348509265385	0.00022336951313038	0.0112179098930314	0.489515459603223	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
MAD2L1BP	-0.119973004	-0.12025221	-0.182878176867962	-0.054315841011703	1	0.000999000999000999	0.018151116	0.0126510092688221	FALSE	TRUE	TRUE	0.119973004	FALSE	-0.121639764760689	0.0181511191054054	-4.07737401073482	0.000220782380140101	0.0112179098930314	0.500363352488879	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
COL9A3	0.08124702	0.0803456	0.0339952669106424	0.12653236053884	0.999	0.002	0.002082556	0.015846696449565	FALSE	TRUE	TRUE	0.08124702	FALSE	0.0813924575796317	0.00208255713513513	4.0805070220151	0.000218719391505363	0.0112179098930314	0.509105472464014	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
HSBP1	-0.19093382	-0.19444495	-0.274692691117525	-0.0914406582713127	0.998	0.004	0.014512426	0.0286121842496285	FALSE	TRUE	TRUE	0.19093382	FALSE	-0.196168958830563	0.0145124272702703	-4.05946156858636	0.000232946520569453	0.0112382939490476	0.450429647916621	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
MEX3A	0.14189692	0.1396234	0.0531878459267318	0.231682413443923	0.999	0.002	0.006809966	0.015846696449565	FALSE	TRUE	TRUE	0.14189692	FALSE	0.141824650704077	0.00680996771621622	4.07096561655842	0.000226173094291651	0.0112382939490476	0.478716281609913	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
SLC23A1	-0.10592675	-0.106498405	-0.146221502497792	-0.0615317796356976	1	0.000999000999000999	0.005666446	0.0126510092688221	FALSE	TRUE	TRUE	0.10592675	FALSE	-0.105312108960282	0.00566644545675676	-4.06622337047491	0.000228279782948984	0.0112382939490476	0.469269616195544	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
LINC01315	0.103387505	0.10304079	0.0461529949679971	0.1637949898839	1	0.000999000999000999	0.009086728	0.0126510092688221	FALSE	TRUE	TRUE	0.103387505	FALSE	0.102927428864062	0.00908672824054054	4.0609381809489	0.000231919548967954	0.0112382939490476	0.454542838970853	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
LINC02563	0.05686221	0.05664579	0.0205344774760306	0.0904537007212639	0.999	0.002	0.005663346	0.015846696449565	FALSE	TRUE	TRUE	0.05686221	FALSE	0.056945388445576	0.00566334587297297	4.06451459650406	0.000229450435326787	0.0112382939490476	0.464507467557992	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
NOL4L	-0.19016965	-0.19073266	-0.28252173140645	-0.104110624454916	1	0.000999000999000999	0.022286411	0.0126510092688221	FALSE	TRUE	TRUE	0.19016965	FALSE	-0.190946992906896	0.0222864106032432	-4.05156493543161	0.00023851424083923	0.0113285019660617	0.428442607315766	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
LRRC2	0.14394869	0.14221829	0.0657871278002858	0.227997003868222	0.999	0.002	0.0011973019	0.015846696449565	FALSE	TRUE	TRUE	0.14394869	FALSE	0.140835459813669	0.00119730158378378	4.05983795184599	0.000237723591392909	0.0113285019660617	0.435095323132054	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
PATZ1	0.12424663	0.124779776	0.0519470023922622	0.20021695420146	0.999	0.002	0.0071075624	0.015846696449565	FALSE	TRUE	TRUE	0.12424663	FALSE	0.121805329934169	0.00710756017027027	4.03105949253831	0.00025358458729012	0.0119516366640505	0.371423435374076	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
SLC9A3-OT1	-0.50931203	-0.5147121	-0.711894431710243	-0.332821907103062	1	0.000999000999000999	0.08932551	0.0126510092688221	FALSE	TRUE	TRUE	0.50931203	TRUE	-0.500704657145185	0.089325498	-4.02324273149524	0.000259570321344794	0.0120594600505722	0.349716362510592	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
ATP5F1B	-0.31059974	-0.31424543	-0.468800230324268	-0.129246579483152	0.998	0.004	0.08820098	0.0286121842496285	FALSE	TRUE	TRUE	0.31059974	FALSE	-0.317157746234761	0.0882009771621622	-4.01789383285625	0.00026374533161036	0.0120594600505722	0.334871781484543	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
WDR1	-0.24106671	-0.24103189	-0.37165512740612	-0.0946008017286659	0.997	0.006	0.023123413	0.0397382075471698	FALSE	TRUE	TRUE	0.24106671	FALSE	-0.242395200012402	0.0231234093175676	-4.02137712999666	0.00026101912980131	0.0120594600505722	0.344537977887117	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
MRPL34	-0.1723656	-0.17206196	-0.24492624476552	-0.102225844189525	1	0.000999000999000999	0.0069503947	0.0126510092688221	FALSE	TRUE	TRUE	0.1723656	FALSE	-0.177355180985922	0.00695039574864865	-4.02554637648838	0.000262042652861431	0.0120594600505722	0.343657935049954	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
EPCAM	-0.36305678	-0.36228102	-0.571092580258846	-0.155084647238255	1	0.000999000999000999	0.057184238	0.0126510092688221	FALSE	TRUE	TRUE	0.36305678	TRUE	-0.368589331960588	0.0571842416283784	-3.99717391230395	0.000280543923231735	0.0127082073841096	0.277440247655528	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
UGDH	-0.30538744	-0.30582857	-0.458667778968811	-0.145139953866601	1	0.000999000999000999	0.011944218	0.0126510092688221	FALSE	TRUE	TRUE	0.30538744	FALSE	-0.308449220274854	0.0119442171458378	-4.0022333416034	0.000282081965764469	0.0127082073841096	0.275860212963939	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
CITED2	-0.18614161	-0.18703134	-0.273015803098679	-0.0836847404018045	1	0.000999000999000999	0.026918873	0.0126510092688221	FALSE	TRUE	TRUE	0.18614161	FALSE	-0.184989161633629	0.0269188697378378	-3.98645731568667	0.000289636407013401	0.0129533012100081	0.24778102416622	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
LINC02441	-0.09575138	-0.09586178	-0.132504810392857	-0.0609707143157721	1	0.000999000999000999	0.01383073	0.0126510092688221	FALSE	TRUE	TRUE	0.09575138	FALSE	-0.0946893772538293	0.0138307287337838	-3.98085321182054	0.000294504733133137	0.0130755833326575	0.232283466871198	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
COX6A1	-0.4024748	-0.40270454	-0.630893069505692	-0.180965862050653	1	0.000999000999000999	0.07436094	0.0126510092688221	FALSE	TRUE	TRUE	0.4024748	TRUE	-0.409398227727456	0.0743609181013514	-3.97678207826537	0.000298091184206615	0.0131396020549204	0.221030519638963	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
NDUFC1	-0.20636138	-0.206364	-0.323447927832603	-0.0740275898948312	0.999	0.002	0.013915554	0.015846696449565	FALSE	TRUE	TRUE	0.20636138	FALSE	-0.214212915359339	0.0139155536783784	-3.97453778112159	0.000301358880326088	0.0131887561411282	0.211626457946117	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
FH	-0.21122582	-0.21348211	-0.304373771697283	-0.112223070673645	1	0.000999000999000999	0.05285803	0.0126510092688221	FALSE	TRUE	TRUE	0.21122582	FALSE	-0.213688625303189	0.0528580175405405	-3.96347684110831	0.000310111173855559	0.0134087417238757	0.184285283400581	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
SF3B6	-0.16259313	-0.16424984	-0.25135375186801	-0.0681504299864173	1	0.000999000999000999	0.019632569	0.0126510092688221	FALSE	TRUE	TRUE	0.16259313	FALSE	-0.166731679902778	0.0196325710027027	-3.96040678723385	0.000312950884040187	0.0134087417238757	0.175813567836659	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
ZNF579	0.102700114	0.10209732	0.0453227432444692	0.162157540395856	1	0.000999000999000999	0.007594062	0.0126510092688221	FALSE	TRUE	TRUE	0.102700114	FALSE	0.0997494673855451	0.00759406429513513	3.9620620688333	0.000311416670196153	0.0134087417238757	0.180380942449908	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
SPOCD1	0.072759666	0.07114282	0.0265318648424	0.123906984180212	1	0.000999000999000999	0.0025788515	0.0126510092688221	FALSE	TRUE	TRUE	0.072759666	FALSE	0.0714053225573244	0.00257885188378378	3.95760738456123	0.000315562278326006	0.0134267366618294	0.168090967699889	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
GNA11	-0.33183643	-0.32623398	-0.473273614048958	-0.205886247009039	1	0.000999000999000999	0.008459357	0.0126510092688221	FALSE	TRUE	TRUE	0.33183643	FALSE	-0.324672589047709	0.00845936046486486	-3.94682174924589	0.000332305103270064	0.0139454340255868	0.123502984149855	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
COX7C	-0.32006517	-0.31912065	-0.475978926569223	-0.169786041975021	1	0.000999000999000999	0.03902813	0.0126510092688221	FALSE	TRUE	TRUE	0.32006517	FALSE	-0.323546050047565	0.0390281393486486	-3.94102172236043	0.00033147417724105	0.0139454340255868	0.122381264302364	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
DBI	-0.29755336	-0.2973541	-0.462213817238808	-0.115630631521344	0.998	0.004	0.01958365	0.0286121842496285	FALSE	TRUE	TRUE	0.29755336	FALSE	-0.306514483811857	0.0195836459324324	-3.93433728074422	0.000342232106133985	0.0142643273080471	0.0948463366285779	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
ISCA2	-0.09829551	-0.09911027	-0.148846800252795	-0.0395089766010642	0.997	0.006	0.015485456	0.0397382075471698	FALSE	TRUE	TRUE	0.09829551	FALSE	-0.100762593909225	0.0154854525194595	-3.9219602147516	0.000350725320953141	0.0145195543343236	0.0699430882355143	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
TTC39C	0.18497209	0.1853046	0.0782729186117649	0.294276659190655	0.999	0.002	0.0053180745	0.015846696449565	FALSE	TRUE	TRUE	0.18497209	FALSE	0.180984849949768	0.00531807501486486	3.90897935471485	0.000371495078740593	0.0152761768284806	0.0199302014463774	TRUE	TRUE	TRUE	TRUE	up	TRUE	FALSE
BMP3	-0.21879661	-0.21924883	-0.327490418404341	-0.0916700638830662	0.999	0.002	0.049081795	0.015846696449565	FALSE	TRUE	TRUE	0.21879661	FALSE	-0.215616030782931	0.0490817992436487	-3.89791495877494	0.000376563693504279	0.0153813716673381	0.00394142693557953	TRUE	TRUE	TRUE	TRUE	down	TRUE	FALSE
